100	552
10100	34770
20100	67084
30100	101150
40100	136211
50100	172425
60100	221507
70100	355307
80100	349532
90100	311176
100100	375246
110100	417821
120100	425615
130100	437935
140100	490098
150100	509750
160100	565596
170100	609804
180100	660903
190100	747372
200100	912562
210100	776105
220100	751465
230100	836679
240100	884937
250100	891508
260100	930529
270100	927742
280100	978094
290100	1045476
300100	1110874
310100	1117587
320100	1106309
330100	1169481
340100	1271659
350100	1272170
360100	1235373
370100	1395053
380100	1338168
390100	1353214
400100	1379798
410100	1408329
420100	1471529
430100	1530633
440100	1698980
450100	1628827
460100	1687369
470100	1610705
480100	1805831
490100	1686677
500100	1727350
510100	1856563
520100	2041494
530100	1898144
540100	2018312
550100	2149361
560100	1945938
570100	1969884
580100	1963520
590100	2038505
600100	2093602
610100	2234755
620100	2308937
630100	2186696
640100	2153669
650100	2258225
660100	2410398
670100	2344753
680100	2368126
690100	2533299
700100	2462973
710100	2517863
720100	2526327
730100	2491402
740100	2497443
750100	2521153
760100	2581298
770100	2944375
780100	2735190
790100	2695322
800100	2791659
810100	2805904
820100	2870917
830100	3270501
840100	3020755
850100	2893297
860100	2996186
870100	3101409
880100	3143162
890100	3178138
900100	3051273
910100	3195276
920100	3194088
930100	3341270
940100	3170697
950100	3227755
960100	3278646
970100	3401414
980100	3296510
990100	3342329
1000100	3379764
1010100	3417128
1020100	3450602
1030100	3470320
1040100	3521044
1050100	3648957
1060100	3842920
1070100	4034209
1080100	3767245
1090100	3721228
1100100	3807972
100	321
10100	30730
20100	62189
30100	81152
40100	93202
50100	132773
60100	164299
70100	204025
80100	220811
90100	245653
100100	275936
110100	320069
120100	337178
130100	338369
140100	358429
150100	421567
160100	706726
170100	567770
180100	539643
190100	600902
200100	528278
210100	558989
220100	571860
230100	598582
240100	611175
250100	630455
260100	695318
270100	690299
280100	718571
290100	792349
300100	976239
310100	802859
320100	868366
330100	1017960
340100	1073900
350100	1061265
360100	1011999
370100	1239837
380100	1015858
390100	1019042
400100	1028221
410100	1063089
420100	1101681
430100	1234960
