100	252.6
1100	1722.6
2100	1962.4
3100	4765.8
4100	3967.4
5100	6185.4
6100	4584
7100	6017.4
8100	8702.4
9100	8572
10100	7323
11100	18207.8
12100	13493.2
13100	9368.8
14100	17378.4
15100	16085.2
16100	24830.2
17100	22814
18100	37350.2
19100	25209.8
20100	17956.2
21100	30034.4
22100	18268
23100	38962.6
24100	25302.2
25100	42271.2
26100	39036
27100	24168.8
28100	38116.2
29100	26374.6
30100	51190.8
31100	55220.6
32100	51104.8
33100	33004.8
34100	45893.4
35100	47745
36100	67368.2
37100	49689.8
38100	59924.8
39100	73554
40100	34273.4
41100	55367
42100	31023.2
43100	49485.6
44100	73512.2
45100	67529.2
46100	53636.8
47100	67980.6
48100	61246.4
49100	44163.6
50100	48015.8
51100	67855.4
52100	70131.6
53100	114190
54100	73363.4
55100	83900.6
56100	92685.2
57100	33377.2
58100	79090.4
59100	43307.2
60100	116975
61100	97295.2
62100	76983
63100	66491.4
64100	91720.8
65100	88026
66100	62335.6
67100	96895
68100	71765
69100	65617.4
70100	99993
71100	89327.8
72100	95011.6
73100	78424.8
74100	130602
75100	128835
76100	126497
77100	67888.2
78100	132629
79100	95189
80100	121484
81100	72501.4
82100	163955
83100	99073
84100	92455
85100	101709
86100	124885
87100	118998
88100	143011
89100	99279.4
90100	82577.6
91100	107228
92100	74646.4
93100	122943
94100	86761.2
95100	134945
96100	108112
97100	74423.6
98100	158423
99100	122030
100100	72223.4
