100	10963.7
1100	1.01779e+06
2100	3.8036e+06
100	10794
110	13863
120	16047
130	21176
140	25687
150	24600
160	23613
170	27329
180	29262
190	26685
200	29869
210	32231
220	35353
230	40103
240	42212
250	63798
260	63959
270	52680
280	56703
290	60449
300	72330
310	88364
320	84790
330	101646
340	106556
350	97542
360	124681
370	102045
380	104015
390	110037
400	148962
410	135792
420	153589
430	165718
440	176165
450	173192
460	191180
470	198703
480	215337
490	192727
500	225835
510	242611
520	239868
530	253550
540	263640
550	239178
560	286405
570	246717
580	257503
590	274998
600	316300
610	334967
620	349302
630	355238
640	319154
650	302331
660	357088
670	382198
680	407682
690	397671
700	384654
710	409466
720	417081
730	418535
740	417876
750	477122
760	469985
770	449508
780	456843
790	536850
800	553785
810	533589
820	555270
830	549106
840	538866
850	559099
860	573683
870	539197
880	684714
890	638462
900	670879
910	627152
920	640412
930	716815
940	732737
950	737345
960	747369
970	752398
980	755831
990	758067
1000	797097
1010	790527
1020	827952
1030	860229
1040	836344
1050	908276
1060	900818
1070	910202
1080	970877
1090	919961
1100	967841
1110	946694
1120	940091
1130	1.0107e+06
1140	1.09128e+06
1150	1.12801e+06
1160	1.04947e+06
1170	1.08238e+06
1180	1.08816e+06
1190	1.10765e+06
1200	1.09714e+06
1210	1.16188e+06
1220	1.1649e+06
1230	1.18604e+06
1240	1.21103e+06
1250	1.23093e+06
1260	1.33685e+06
1270	1.22053e+06
1280	1.2324e+06
1290	1.34361e+06
1300	1.34788e+06
1310	1.34107e+06
1320	1.42096e+06
1330	1.38226e+06
1340	1.38439e+06
1350	1.43038e+06
1360	1.44476e+06
1370	1.47264e+06
1380	1.52266e+06
1390	1.44728e+06
1400	1.6212e+06
1410	1.56271e+06
1420	1.48688e+06
1430	1.61401e+06
1440	1.63525e+06
1450	1.61768e+06
1460	1.70988e+06
1470	1.65755e+06
1480	1.75226e+06
1490	1.75871e+06
1500	1.75325e+06
1510	1.87836e+06
1520	1.82296e+06
1530	1.84847e+06
1540	1.82888e+06
1550	1.90351e+06
1560	2.00534e+06
1570	2.09808e+06
1580	2.09285e+06
1590	2.09704e+06
1600	1.98301e+06
1610	2.01679e+06
1620	1.98944e+06
1630	2.14931e+06
1640	2.10868e+06
1650	2.17391e+06
1660	2.16832e+06
1670	2.21233e+06
1680	2.19248e+06
1690	2.30925e+06
1700	2.28766e+06
1710	2.33365e+06
1720	2.29596e+06
1730	2.36625e+06
1740	2.42274e+06
1750	2.38459e+06
1760	2.5686e+06
1770	2.49495e+06
1780	2.54013e+06
1790	2.51897e+06
1800	2.59008e+06
1810	2.51936e+06
1820	2.61843e+06
1830	2.62518e+06
1840	2.65516e+06
1850	2.70398e+06
1860	2.65503e+06
1870	2.75875e+06
1880	2.78734e+06
1890	2.77195e+06
1900	2.82e+06
1910	2.94086e+06
1920	2.89156e+06
1930	3.00284e+06
1940	2.96844e+06
1950	2.92891e+06
1960	3.04519e+06
1970	3.05666e+06
1980	3.04539e+06
1990	3.14168e+06
2000	3.04491e+06
2010	3.34139e+06
2020	3.28575e+06
2030	3.21862e+06
2040	3.36008e+06
2050	3.36157e+06
2060	3.33412e+06
2070	3.27435e+06
2080	3.53835e+06
2090	3.411e+06
2100	3.50115e+06
2110	3.54511e+06
2120	3.57112e+06
2130	3.7979e+06
2140	3.84179e+06
2150	3.89656e+06
