100	361.9
200	717
300	1025.4
400	1207.8
500	1250.9
600	1452.7
700	1705
800	1883.7
900	2944.6
1000	2897.1
1100	2717.9
1200	2825.6
1300	3295.5
1400	3877.9
1500	3444.8
1600	3575.4
1700	3923.9
1800	4988.6
1900	4306.4
2000	4468.1
2100	5516.8
2200	6440.3
2300	5651.5
2400	6500.5
2500	7150.8
2600	6635.3
2700	7292.6
2800	8411.3
2900	6432.7
3000	7271.6
3100	8840.4
3200	7362.1
3300	10741.4
3400	10449.4
3500	9169.8
3600	7980.8
3700	9614
3800	11312.5
3900	10808.1
4000	11350
4100	9367.8
4200	11663.9
4300	12030.9
4400	12389.9
4500	12870
4600	11438.4
4700	14678
4800	14129
4900	14447
5000	14919
5100	12755
5200	14960.2
5300	17715.4
5400	16286.7
5500	14883.8
5600	17505.7
5700	15314.6
5800	17323.9
5900	13274.3
6000	18097.9
6100	18598.7
6200	15900.6
6300	17539.8
6400	18599.3
6500	17001.1
6600	18254.3
6700	17404.5
6800	16315.6
6900	19828.8
7000	20671.6
7100	19118.9
7200	21547.9
7300	21089.6
7400	21134.9
7500	22137.9
7600	22039.2
7700	22986.7
7800	19491.5
7900	18686.6
8000	22618.4
8100	18350.4
8200	18165.7
8300	23049.4
8400	22468.5
8500	21821.9
8600	22874.6
8700	19703
8800	22897
8900	23118.1
9000	26309
9100	26615.6
9200	25350
9300	33569.2
9400	27032
9500	29516.7
9600	26040.2
9700	26427.2
9800	25113.4
9900	29320.6
10000	27717.9
